tissue	gene	HPA_expr
bone marrow	PENK	0
colon	PENK	3.1
lung	PENK	3.9
pancreas	PENK	0.3
rectum	PENK	2.5
skin	PENK	1
bone marrow	C4orf50	0
colon	C4orf50	0
lung	C4orf50	0
pancreas	C4orf50	0
rectum	C4orf50	0
skin	C4orf50	0
bone marrow	HIST3H2A	6.9
colon	HIST3H2A	2.8
lung	HIST3H2A	1.8
pancreas	HIST3H2A	0.2
rectum	HIST3H2A	2.1
skin	HIST3H2A	4.6
bone marrow	ZNF746	13.6
colon	ZNF746	3.9
lung	ZNF746	7.9
pancreas	ZNF746	1.4
rectum	ZNF746	3.3
skin	ZNF746	6.8
bone marrow	POLR2A	49.1
colon	POLR2A	23.6
lung	POLR2A	42.1
pancreas	POLR2A	6.7
rectum	POLR2A	28.5
skin	POLR2A	72.4
bone marrow	TMEM132C	0
colon	TMEM132C	0.9
lung	TMEM132C	1
pancreas	TMEM132C	0.5
rectum	TMEM132C	0.4
skin	TMEM132C	1.4
bone marrow	SLC25A41	0
colon	SLC25A41	0.1
lung	SLC25A41	0
pancreas	SLC25A41	0
rectum	SLC25A41	0
skin	SLC25A41	0.3
bone marrow	TMEM136	0.1
colon	TMEM136	0.7
lung	TMEM136	3
pancreas	TMEM136	0.3
rectum	TMEM136	0.9
skin	TMEM136	0.8
bone marrow	OR5AK2	0
colon	OR5AK2	0
lung	OR5AK2	0.1
pancreas	OR5AK2	0
rectum	OR5AK2	0
skin	OR5AK2	0
bone marrow	FRAT2	20
colon	FRAT2	17.1
lung	FRAT2	10.6
pancreas	FRAT2	2.2
rectum	FRAT2	17.1
skin	FRAT2	10.8
bone marrow	TMEM102	1
colon	TMEM102	2.2
lung	TMEM102	2.2
pancreas	TMEM102	0.4
rectum	TMEM102	1.1
skin	TMEM102	2.8
bone marrow	TMEM132E	0
colon	TMEM132E	0
lung	TMEM132E	0
pancreas	TMEM132E	0
rectum	TMEM132E	0.1
skin	TMEM132E	0.2
bone marrow	ZNF322	0.8
colon	ZNF322	9
lung	ZNF322	15.1
pancreas	ZNF322	1.7
rectum	ZNF322	12.1
skin	ZNF322	7.4
bone marrow	NME9	1.8
colon	NME9	0.1
lung	NME9	3.3
pancreas	NME9	0.3
rectum	NME9	0.1
skin	NME9	0.9
bone marrow	SPEM1	0
colon	SPEM1	0
lung	SPEM1	0
pancreas	SPEM1	0
rectum	SPEM1	0
skin	SPEM1	0
bone marrow	HEPHL1	0
colon	HEPHL1	0
lung	HEPHL1	0
pancreas	HEPHL1	0
rectum	HEPHL1	0
skin	HEPHL1	0.3
bone marrow	LRRC75A	0.8
colon	LRRC75A	7.8
lung	LRRC75A	1.6
pancreas	LRRC75A	0.1
rectum	LRRC75A	8
skin	LRRC75A	0.2
bone marrow	OFCC1	0
colon	OFCC1	0.1
lung	OFCC1	0.1
pancreas	OFCC1	0
rectum	OFCC1	0
skin	OFCC1	0.2
bone marrow	OR5M8	0
colon	OR5M8	0
lung	OR5M8	0
pancreas	OR5M8	0
rectum	OR5M8	0
skin	OR5M8	0
bone marrow	CCL13	0.1
colon	CCL13	27.4
lung	CCL13	31.6
pancreas	CCL13	0
rectum	CCL13	27.4
skin	CCL13	4.7
bone marrow	CFAP65	0
colon	CFAP65	0.1
lung	CFAP65	3.9
pancreas	CFAP65	0
rectum	CFAP65	0.2
skin	CFAP65	0
bone marrow	DDX60L	33.7
colon	DDX60L	9
lung	DDX60L	15.1
pancreas	DDX60L	0.6
rectum	DDX60L	9.8
skin	DDX60L	3.6
bone marrow	SYNE4	0.1
colon	SYNE4	1.6
lung	SYNE4	3.9
pancreas	SYNE4	0.7
rectum	SYNE4	1.6
skin	SYNE4	0.2
bone marrow	OGFOD3	6.3
colon	OGFOD3	9.4
lung	OGFOD3	13.4
pancreas	OGFOD3	5.4
rectum	OGFOD3	5.9
skin	OGFOD3	11.5
bone marrow	WASHC1	9.9
colon	WASHC1	5.1
lung	WASHC1	8.4
pancreas	WASHC1	1.1
rectum	WASHC1	3
skin	WASHC1	18.9
bone marrow	UTS2R	0
colon	UTS2R	0.1
lung	UTS2R	0
pancreas	UTS2R	0
rectum	UTS2R	0
skin	UTS2R	0
bone marrow	AATK	1.7
colon	AATK	2
lung	AATK	11
pancreas	AATK	3
rectum	AATK	0.2
skin	AATK	1
bone marrow	DDN	0.6
colon	DDN	0
lung	DDN	0
pancreas	DDN	0
rectum	DDN	0
skin	DDN	0
bone marrow	SAGE1	0
colon	SAGE1	0
lung	SAGE1	0
pancreas	SAGE1	0
rectum	SAGE1	0
skin	SAGE1	0
bone marrow	ZNF467	7.4
colon	ZNF467	2
lung	ZNF467	8.3
pancreas	ZNF467	1.1
rectum	ZNF467	1.7
skin	ZNF467	6.9
bone marrow	SOX2	0
colon	SOX2	0.7
lung	SOX2	2.7
pancreas	SOX2	0
rectum	SOX2	0.4
skin	SOX2	0.4
bone marrow	ZNF678	2.2
colon	ZNF678	3.1
lung	ZNF678	4.8
pancreas	ZNF678	0.7
rectum	ZNF678	4.9
skin	ZNF678	1.7
bone marrow	TMEM45A	1.3
colon	TMEM45A	5.4
lung	TMEM45A	16.7
pancreas	TMEM45A	4.9
rectum	TMEM45A	7.4
skin	TMEM45A	563
bone marrow	RAP2B	9.5
colon	RAP2B	3.8
lung	RAP2B	7
pancreas	RAP2B	0.5
rectum	RAP2B	4
skin	RAP2B	5.4
bone marrow	ZBTB2	9.9
colon	ZBTB2	8
lung	ZBTB2	14.5
pancreas	ZBTB2	1.7
rectum	ZBTB2	9.9
skin	ZBTB2	8.3
bone marrow	RNF135	6.7
colon	RNF135	15.8
lung	RNF135	21
pancreas	RNF135	1.6
rectum	RNF135	17.8
skin	RNF135	26.4
bone marrow	OR6T1	0
colon	OR6T1	0
lung	OR6T1	0
pancreas	OR6T1	0.1
rectum	OR6T1	0
skin	OR6T1	0
bone marrow	ACBD4	2.6
colon	ACBD4	7.5
lung	ACBD4	10.5
pancreas	ACBD4	2.4
rectum	ACBD4	6.3
skin	ACBD4	10
bone marrow	OR8D4	0
colon	OR8D4	0
lung	OR8D4	0
pancreas	OR8D4	0
rectum	OR8D4	0
skin	OR8D4	0
bone marrow	SGSH	1.4
colon	SGSH	8.4
lung	SGSH	15.7
pancreas	SGSH	3.7
rectum	SGSH	5.8
skin	SGSH	17.3
bone marrow	MAB21L2	0
colon	MAB21L2	18.3
lung	MAB21L2	0
pancreas	MAB21L2	0
rectum	MAB21L2	10.4
skin	MAB21L2	0
bone marrow	FANCB	2.4
colon	FANCB	0.4
lung	FANCB	0.4
pancreas	FANCB	0
rectum	FANCB	0.7
skin	FANCB	0.5
bone marrow	EDDM3B	0
colon	EDDM3B	0
lung	EDDM3B	0
pancreas	EDDM3B	0
rectum	EDDM3B	0
skin	EDDM3B	0
bone marrow	SETD2	14.3
colon	SETD2	9.1
lung	SETD2	13
pancreas	SETD2	2.7
rectum	SETD2	11.5
skin	SETD2	9.5
bone marrow	EDDM3A	0
colon	EDDM3A	0
lung	EDDM3A	0
pancreas	EDDM3A	0
rectum	EDDM3A	0
skin	EDDM3A	0
bone marrow	C6orf223	0.2
colon	C6orf223	0.8
lung	C6orf223	5.6
pancreas	C6orf223	0.1
rectum	C6orf223	0.5
skin	C6orf223	0
bone marrow	TMIE	0
colon	TMIE	0.3
lung	TMIE	1.3
pancreas	TMIE	0
rectum	TMIE	0.3
skin	TMIE	0.8
bone marrow	MEX3D	0.2
colon	MEX3D	5.1
lung	MEX3D	5.7
pancreas	MEX3D	1.2
rectum	MEX3D	2.9
skin	MEX3D	6.8
bone marrow	OR52D1	0
colon	OR52D1	0
lung	OR52D1	0
pancreas	OR52D1	0
rectum	OR52D1	0
skin	OR52D1	0
bone marrow	MRPS23	15.3
colon	MRPS23	21.6
lung	MRPS23	32.5
pancreas	MRPS23	8.3
rectum	MRPS23	22.4
skin	MRPS23	18.9
bone marrow	OR52H1	0
colon	OR52H1	0
lung	OR52H1	0
pancreas	OR52H1	0
rectum	OR52H1	0
skin	OR52H1	0
bone marrow	FDCSP	0
colon	FDCSP	19.6
lung	FDCSP	1.8
pancreas	FDCSP	0.4
rectum	FDCSP	17.2
skin	FDCSP	0
bone marrow	GPR135	0.1
colon	GPR135	0.4
lung	GPR135	0.7
pancreas	GPR135	0.1
rectum	GPR135	0.6
skin	GPR135	0.4
bone marrow	SLX1B	12.7
colon	SLX1B	13.4
lung	SLX1B	10.6
pancreas	SLX1B	0.3
rectum	SLX1B	10.4
skin	SLX1B	8.8
bone marrow	ANKRD62	0
colon	ANKRD62	0
lung	ANKRD62	0
pancreas	ANKRD62	0.3
rectum	ANKRD62	0
skin	ANKRD62	0
bone marrow	P2RY13	16.1
colon	P2RY13	4.3
lung	P2RY13	11.2
pancreas	P2RY13	0.2
rectum	P2RY13	6.8
skin	P2RY13	2.5
bone marrow	TNFSF15	0.1
colon	TNFSF15	1.3
lung	TNFSF15	6.1
pancreas	TNFSF15	0
rectum	TNFSF15	2.3
skin	TNFSF15	0.7
bone marrow	ZFP41	1
colon	ZFP41	2.1
lung	ZFP41	3.3
pancreas	ZFP41	0.6
rectum	ZFP41	1.6
skin	ZFP41	5.2
bone marrow	PHLDA2	0.5
colon	PHLDA2	4.5
lung	PHLDA2	1.8
pancreas	PHLDA2	0.3
rectum	PHLDA2	0.9
skin	PHLDA2	1.5
bone marrow	ATG9B	0.1
colon	ATG9B	0
lung	ATG9B	0.3
pancreas	ATG9B	0
rectum	ATG9B	0
skin	ATG9B	13.5
bone marrow	GPR88	0
colon	GPR88	0.1
lung	GPR88	0.1
pancreas	GPR88	0
rectum	GPR88	0.3
skin	GPR88	0
bone marrow	HKR1	9.8
colon	HKR1	11.6
lung	HKR1	19.4
pancreas	HKR1	3
rectum	HKR1	15.7
skin	HKR1	35
bone marrow	PLAG1	0.6
colon	PLAG1	0.6
lung	PLAG1	2.9
pancreas	PLAG1	0.1
rectum	PLAG1	0.6
skin	PLAG1	1.7
bone marrow	OR8H1	0
colon	OR8H1	0
lung	OR8H1	0
pancreas	OR8H1	0
rectum	OR8H1	0
skin	OR8H1	0
bone marrow	OR5T1	0
colon	OR5T1	0
lung	OR5T1	0
pancreas	OR5T1	0
rectum	OR5T1	0
skin	OR5T1	0
bone marrow	YIPF6	3.1
colon	YIPF6	11
lung	YIPF6	16.6
pancreas	YIPF6	2.6
rectum	YIPF6	13.9
skin	YIPF6	11.6
bone marrow	OR5T2	0
colon	OR5T2	0
lung	OR5T2	0
pancreas	OR5T2	0
rectum	OR5T2	0
skin	OR5T2	0
bone marrow	ZBTB20	1.6
colon	ZBTB20	1.8
lung	ZBTB20	2.8
pancreas	ZBTB20	0.7
rectum	ZBTB20	1.5
skin	ZBTB20	2.8
bone marrow	OR2Z1	0
colon	OR2Z1	0
lung	OR2Z1	0
pancreas	OR2Z1	0
rectum	OR2Z1	0
skin	OR2Z1	0
bone marrow	C3orf58	20.1
colon	C3orf58	8.1
lung	C3orf58	19.3
pancreas	C3orf58	0.9
rectum	C3orf58	9.8
skin	C3orf58	29.1
bone marrow	C5orf30	19.6
colon	C5orf30	22.1
lung	C5orf30	5.7
pancreas	C5orf30	1.6
rectum	C5orf30	23.7
skin	C5orf30	6.9
bone marrow	OR8K5	0
colon	OR8K5	0
lung	OR8K5	0
pancreas	OR8K5	0
rectum	OR8K5	0
skin	OR8K5	0
bone marrow	AMIGO1	0.2
colon	AMIGO1	2.4
lung	AMIGO1	7
pancreas	AMIGO1	1.4
rectum	AMIGO1	2.7
skin	AMIGO1	2.7
bone marrow	OR8H3	0
colon	OR8H3	0
lung	OR8H3	0
pancreas	OR8H3	0
rectum	OR8H3	0
skin	OR8H3	0
bone marrow	OR8H2	0
colon	OR8H2	0
lung	OR8H2	0
pancreas	OR8H2	0
rectum	OR8H2	0
skin	OR8H2	0
bone marrow	GPR3	0.6
colon	GPR3	0.2
lung	GPR3	0.5
pancreas	GPR3	0.1
rectum	GPR3	0.2
skin	GPR3	0
bone marrow	TMEM252	0
colon	TMEM252	0.9
lung	TMEM252	0.5
pancreas	TMEM252	0
rectum	TMEM252	0.2
skin	TMEM252	0.6
bone marrow	ODF3L2	0
colon	ODF3L2	0
lung	ODF3L2	0
pancreas	ODF3L2	0
rectum	ODF3L2	0
skin	ODF3L2	0
bone marrow	OR5AS1	0
colon	OR5AS1	0
lung	OR5AS1	0
pancreas	OR5AS1	0
rectum	OR5AS1	0
skin	OR5AS1	0
bone marrow	ACTL9	0
colon	ACTL9	0
lung	ACTL9	0
pancreas	ACTL9	0
rectum	ACTL9	0
skin	ACTL9	0
bone marrow	SIAH2	26.2
colon	SIAH2	16.3
lung	SIAH2	14.3
pancreas	SIAH2	3.5
rectum	SIAH2	15.3
skin	SIAH2	19.3
bone marrow	COPG1	36.9
colon	COPG1	106.4
lung	COPG1	92.7
pancreas	COPG1	15.8
rectum	COPG1	121.1
skin	COPG1	60.7
bone marrow	ADGRB1	0
colon	ADGRB1	0.1
lung	ADGRB1	0.3
pancreas	ADGRB1	0
rectum	ADGRB1	0.1
skin	ADGRB1	1.4
bone marrow	OR6S1	0
colon	OR6S1	0
lung	OR6S1	0
pancreas	OR6S1	0
rectum	OR6S1	0
skin	OR6S1	0
bone marrow	SLC9A9	1.1
colon	SLC9A9	5.3
lung	SLC9A9	8.7
pancreas	SLC9A9	0.2
rectum	SLC9A9	6.4
skin	SLC9A9	6.9
bone marrow	LSM10	15.6
colon	LSM10	21.7
lung	LSM10	30
pancreas	LSM10	6.5
rectum	LSM10	20
skin	LSM10	17.8
bone marrow	RELL1	19.8
colon	RELL1	9
lung	RELL1	11.2
pancreas	RELL1	0.5
rectum	RELL1	7.4
skin	RELL1	12.8
bone marrow	RFX7	3.4
colon	RFX7	2.3
lung	RFX7	4.1
pancreas	RFX7	0.4
rectum	RFX7	3
skin	RFX7	8.1
bone marrow	SLC35C1	1.4
colon	SLC35C1	16.8
lung	SLC35C1	13
pancreas	SLC35C1	2.4
rectum	SLC35C1	12.7
skin	SLC35C1	4.7
bone marrow	TIGIT	1.3
colon	TIGIT	2.1
lung	TIGIT	4.2
pancreas	TIGIT	0
rectum	TIGIT	2.7
skin	TIGIT	1.1
bone marrow	RNF41	12.6
colon	RNF41	17.4
lung	RNF41	35.4
pancreas	RNF41	4.8
rectum	RNF41	20.9
skin	RNF41	12.3
bone marrow	SLC2A4	1.3
colon	SLC2A4	2.6
lung	SLC2A4	0.3
pancreas	SLC2A4	0.1
rectum	SLC2A4	2.4
skin	SLC2A4	0.6
bone marrow	FTMT	0
colon	FTMT	0
lung	FTMT	0
pancreas	FTMT	0
rectum	FTMT	0
skin	FTMT	0
bone marrow	IBA57	2.2
colon	IBA57	1.6
lung	IBA57	2.4
pancreas	IBA57	0.5
rectum	IBA57	1.5
skin	IBA57	3.6
bone marrow	CLDN7	0.2
colon	CLDN7	344.8
lung	CLDN7	76.7
pancreas	CLDN7	16.2
rectum	CLDN7	279.5
skin	CLDN7	3.5
bone marrow	ZNF329	4
colon	ZNF329	3
lung	ZNF329	5.5
pancreas	ZNF329	0.5
rectum	ZNF329	3.4
skin	ZNF329	4.5
bone marrow	ZNF101	8.5
colon	ZNF101	4.6
lung	ZNF101	5.1
pancreas	ZNF101	0.2
rectum	ZNF101	5
skin	ZNF101	4.5
bone marrow	OR4C6	0
colon	OR4C6	0
lung	OR4C6	0
pancreas	OR4C6	0
rectum	OR4C6	0
skin	OR4C6	0
bone marrow	C5orf24	15.3
colon	C5orf24	16.9
lung	C5orf24	34.4
pancreas	C5orf24	2.4
rectum	C5orf24	20.4
skin	C5orf24	22.7
bone marrow	ADO	3.2
colon	ADO	7.3
lung	ADO	11.8
pancreas	ADO	1.7
rectum	ADO	7.3
skin	ADO	7.5
bone marrow	COA4	13.6
colon	COA4	36.7
lung	COA4	33.9
pancreas	COA4	6.8
rectum	COA4	38.8
skin	COA4	25.2
bone marrow	OR4P4	0
colon	OR4P4	0
lung	OR4P4	0
pancreas	OR4P4	0
rectum	OR4P4	0
skin	OR4P4	0
bone marrow	PRKAG1	30.6
colon	PRKAG1	34.8
lung	PRKAG1	38.7
pancreas	PRKAG1	7
rectum	PRKAG1	33.6
skin	PRKAG1	41.2
bone marrow	GINS3	5
colon	GINS3	3.3
lung	GINS3	3.1
pancreas	GINS3	0.3
rectum	GINS3	4.5
skin	GINS3	3.9
bone marrow	OR4C15	0
colon	OR4C15	0
lung	OR4C15	0
pancreas	OR4C15	0
rectum	OR4C15	0
skin	OR4C15	0
bone marrow	OR4A15	0
colon	OR4A15	0
lung	OR4A15	0
pancreas	OR4A15	0
rectum	OR4A15	0
skin	OR4A15	0
bone marrow	OR4A16	0
colon	OR4A16	0
lung	OR4A16	0
pancreas	OR4A16	0
rectum	OR4A16	0
skin	OR4A16	0
bone marrow	OR52K2	0.1
colon	OR52K2	0
lung	OR52K2	0
pancreas	OR52K2	0
rectum	OR52K2	0
skin	OR52K2	0
bone marrow	NEUROG1	0
colon	NEUROG1	0
lung	NEUROG1	0
pancreas	NEUROG1	0
rectum	NEUROG1	0
skin	NEUROG1	0
bone marrow	CCDC149	1.3
colon	CCDC149	6.4
lung	CCDC149	10.9
pancreas	CCDC149	3.6
rectum	CCDC149	6.6
skin	CCDC149	5.6
bone marrow	MRPS11	1.7
colon	MRPS11	6.1
lung	MRPS11	5.1
pancreas	MRPS11	2.2
rectum	MRPS11	3.8
skin	MRPS11	6.1
bone marrow	SNRPE	61.3
colon	SNRPE	57.7
lung	SNRPE	41.5
pancreas	SNRPE	6.8
rectum	SNRPE	51.7
skin	SNRPE	40.4
bone marrow	RTKN2	0.8
colon	RTKN2	1.7
lung	RTKN2	121.3
pancreas	RTKN2	0
rectum	RTKN2	2.4
skin	RTKN2	1.7
bone marrow	PNMAL1	0.5
colon	PNMAL1	1.4
lung	PNMAL1	2.6
pancreas	PNMAL1	1.3
rectum	PNMAL1	0.8
skin	PNMAL1	1.5
bone marrow	CHST15	4.5
colon	CHST15	9.3
lung	CHST15	15.7
pancreas	CHST15	2.9
rectum	CHST15	9.8
skin	CHST15	10.9
bone marrow	ADIG	0
colon	ADIG	0
lung	ADIG	0
pancreas	ADIG	0
rectum	ADIG	0
skin	ADIG	0
bone marrow	USH1G	0.1
colon	USH1G	0
lung	USH1G	0.1
pancreas	USH1G	0
rectum	USH1G	0
skin	USH1G	1.8
bone marrow	MGAT4C	0.1
colon	MGAT4C	0.2
lung	MGAT4C	0.2
pancreas	MGAT4C	0
rectum	MGAT4C	0.2
skin	MGAT4C	0.2
bone marrow	TRIM49B	0
colon	TRIM49B	0
lung	TRIM49B	0
pancreas	TRIM49B	0
rectum	TRIM49B	0
skin	TRIM49B	0
bone marrow	IDH2	99.1
colon	IDH2	90.6
lung	IDH2	47.4
pancreas	IDH2	20.5
rectum	IDH2	92.3
skin	IDH2	66.2
bone marrow	OR52A1	0
colon	OR52A1	0
lung	OR52A1	0
pancreas	OR52A1	0
rectum	OR52A1	0
skin	OR52A1	0
bone marrow	PTCHD3	0
colon	PTCHD3	0
lung	PTCHD3	0
pancreas	PTCHD3	0.1
rectum	PTCHD3	0
skin	PTCHD3	0
bone marrow	OR6B2	0
colon	OR6B2	0
lung	OR6B2	0
pancreas	OR6B2	0
rectum	OR6B2	0
skin	OR6B2	0
bone marrow	TMEM259	51.3
colon	TMEM259	52.2
lung	TMEM259	80
pancreas	TMEM259	18.9
rectum	TMEM259	37.3
skin	TMEM259	113.3
bone marrow	WRB	5.6
colon	WRB	17.1
lung	WRB	27.9
pancreas	WRB	3.1
rectum	WRB	16.5
skin	WRB	11.4
bone marrow	TNRC18	33
colon	TNRC18	32.2
lung	TNRC18	41.4
pancreas	TNRC18	6
rectum	TNRC18	25
skin	TNRC18	30.4
bone marrow	FAM181B	0
colon	FAM181B	0.1
lung	FAM181B	0
pancreas	FAM181B	0
rectum	FAM181B	0
skin	FAM181B	0.2
bone marrow	TMEM30B	0.2
colon	TMEM30B	25.6
lung	TMEM30B	19.3
pancreas	TMEM30B	6.6
rectum	TMEM30B	25.1
skin	TMEM30B	9
bone marrow	DEXI	4
colon	DEXI	11
lung	DEXI	19
pancreas	DEXI	3.6
rectum	DEXI	8.1
skin	DEXI	17.5
bone marrow	ZNF716	0.1
colon	ZNF716	0
lung	ZNF716	0
pancreas	ZNF716	0
rectum	ZNF716	0
skin	ZNF716	0.1
bone marrow	NOP10	112.7
colon	NOP10	137.8
lung	NOP10	181.9
pancreas	NOP10	15.3
rectum	NOP10	188.7
skin	NOP10	83.8
bone marrow	FAM89A	3.5
colon	FAM89A	2.9
lung	FAM89A	19.4
pancreas	FAM89A	2.2
rectum	FAM89A	3
skin	FAM89A	22.4
bone marrow	KCNIP1	0
colon	KCNIP1	0.3
lung	KCNIP1	1.6
pancreas	KCNIP1	0.3
rectum	KCNIP1	0.6
skin	KCNIP1	0.1
bone marrow	TDRKH	0.9
colon	TDRKH	3
lung	TDRKH	6.5
pancreas	TDRKH	0.4
rectum	TDRKH	4.4
skin	TDRKH	2.6
bone marrow	ZNF708	3.4
colon	ZNF708	3.3
lung	ZNF708	6
pancreas	ZNF708	0.5
rectum	ZNF708	3.6
skin	ZNF708	3.3
bone marrow	IST1	51.8
colon	IST1	67
lung	IST1	74.4
pancreas	IST1	9.8
rectum	IST1	68.7
skin	IST1	62.4
bone marrow	ERCC6L2	3.6
colon	ERCC6L2	8.2
lung	ERCC6L2	11.7
pancreas	ERCC6L2	1.3
rectum	ERCC6L2	8.2
skin	ERCC6L2	6.9
bone marrow	MRPL41	5.9
colon	MRPL41	21.2
lung	MRPL41	10.1
pancreas	MRPL41	3.4
rectum	MRPL41	6.1
skin	MRPL41	16.4
bone marrow	ENPP7	0
colon	ENPP7	0
lung	ENPP7	0
pancreas	ENPP7	0
rectum	ENPP7	0
skin	ENPP7	0
bone marrow	CREB3L2	15.1
colon	CREB3L2	16.9
lung	CREB3L2	24.8
pancreas	CREB3L2	6.4
rectum	CREB3L2	19.6
skin	CREB3L2	5.5
bone marrow	P2RY8	20.3
colon	P2RY8	3.4
lung	P2RY8	4.5
pancreas	P2RY8	0.4
rectum	P2RY8	3.7
skin	P2RY8	2.4
bone marrow	UNC5C	0
colon	UNC5C	2.9
lung	UNC5C	3.6
pancreas	UNC5C	0
rectum	UNC5C	3.7
skin	UNC5C	0
bone marrow	MRGPRG	0
colon	MRGPRG	0
lung	MRGPRG	0
pancreas	MRGPRG	0
rectum	MRGPRG	0
skin	MRGPRG	0
bone marrow	TSEN54	8.1
colon	TSEN54	9.3
lung	TSEN54	12
pancreas	TSEN54	3.9
rectum	TSEN54	6.6
skin	TSEN54	20.4
bone marrow	RGMA	0.3
colon	RGMA	10.5
lung	RGMA	2.5
pancreas	RGMA	2.1
rectum	RGMA	6.9
skin	RGMA	2.8
bone marrow	ASB18	0
colon	ASB18	0
lung	ASB18	0
pancreas	ASB18	0
rectum	ASB18	0
skin	ASB18	0
bone marrow	UBA7	25.7
colon	UBA7	22.6
lung	UBA7	53.2
pancreas	UBA7	2.6
rectum	UBA7	28.7
skin	UBA7	24.3
bone marrow	MRPS16	13.3
colon	MRPS16	25.7
lung	MRPS16	20.7
pancreas	MRPS16	4.6
rectum	MRPS16	26.1
skin	MRPS16	21.9
bone marrow	FAM159A	1.5
colon	FAM159A	0.3
lung	FAM159A	1
pancreas	FAM159A	0
rectum	FAM159A	0.5
skin	FAM159A	0
bone marrow	RAD51B	4.6
colon	RAD51B	2.9
lung	RAD51B	4
pancreas	RAD51B	0.4
rectum	RAD51B	2.9
skin	RAD51B	3.1
bone marrow	CRYGB	0
colon	CRYGB	0
lung	CRYGB	0
pancreas	CRYGB	0
rectum	CRYGB	0
skin	CRYGB	0
bone marrow	LDOC1	0.3
colon	LDOC1	3.8
lung	LDOC1	11.7
pancreas	LDOC1	3.3
rectum	LDOC1	2
skin	LDOC1	18.5
bone marrow	ARL6IP4	100.6
colon	ARL6IP4	86.7
lung	ARL6IP4	111.8
pancreas	ARL6IP4	32.5
rectum	ARL6IP4	64.7
skin	ARL6IP4	90.7
bone marrow	EXT1	2.2
colon	EXT1	19
lung	EXT1	21.2
pancreas	EXT1	2
rectum	EXT1	23.1
skin	EXT1	14.8
bone marrow	SHMT2	23.9
colon	SHMT2	30
lung	SHMT2	22.3
pancreas	SHMT2	13
rectum	SHMT2	26.3
skin	SHMT2	42.6
bone marrow	MOB2	14.2
colon	MOB2	37.2
lung	MOB2	35.4
pancreas	MOB2	6.6
rectum	MOB2	37.8
skin	MOB2	56.9
bone marrow	HHIPL1	0.1
colon	HHIPL1	0.5
lung	HHIPL1	0.6
pancreas	HHIPL1	0
rectum	HHIPL1	0.4
skin	HHIPL1	0.5
bone marrow	ATP6AP2	73.2
colon	ATP6AP2	78.5
lung	ATP6AP2	125.2
pancreas	ATP6AP2	10.8
rectum	ATP6AP2	86.9
skin	ATP6AP2	76.2
bone marrow	ZAR1	0.2
colon	ZAR1	0
lung	ZAR1	0
pancreas	ZAR1	0
rectum	ZAR1	0
skin	ZAR1	0
bone marrow	CYB5D1	4.9
colon	CYB5D1	5.9
lung	CYB5D1	12.4
pancreas	CYB5D1	2.3
rectum	CYB5D1	7.8
skin	CYB5D1	11.4
bone marrow	FAM153B	0.4
colon	FAM153B	0
lung	FAM153B	0.3
pancreas	FAM153B	0.1
rectum	FAM153B	0.1
skin	FAM153B	0.1
bone marrow	BACE2	0.5
colon	BACE2	11
lung	BACE2	5.1
pancreas	BACE2	1.8
rectum	BACE2	7.8
skin	BACE2	4.6
bone marrow	UBE2E2	4.4
colon	UBE2E2	7.1
lung	UBE2E2	21
pancreas	UBE2E2	1.4
rectum	UBE2E2	5.4
skin	UBE2E2	10.9
bone marrow	SYNM	0.2
colon	SYNM	61.7
lung	SYNM	15.6
pancreas	SYNM	0.8
rectum	SYNM	59.1
skin	SYNM	1.8
bone marrow	KCNA4	0
colon	KCNA4	0
lung	KCNA4	1
pancreas	KCNA4	0
rectum	KCNA4	0
skin	KCNA4	0.1
bone marrow	GABRG3	0
colon	GABRG3	0
lung	GABRG3	0
pancreas	GABRG3	0
rectum	GABRG3	0
skin	GABRG3	0.1
bone marrow	PRR34	0.5
colon	PRR34	0.3
lung	PRR34	0.5
pancreas	PRR34	0.1
rectum	PRR34	0.2
skin	PRR34	0.5
bone marrow	NLRP10	0
colon	NLRP10	0
lung	NLRP10	0
pancreas	NLRP10	0
rectum	NLRP10	0
skin	NLRP10	3.2
bone marrow	FIGN	0.4
colon	FIGN	0.7
lung	FIGN	1.7
pancreas	FIGN	0.3
rectum	FIGN	0.8
skin	FIGN	0.9
bone marrow	IZUMO1	0
colon	IZUMO1	0
lung	IZUMO1	0.8
pancreas	IZUMO1	0.1
rectum	IZUMO1	0
skin	IZUMO1	0.1
bone marrow	TMIGD1	0
colon	TMIGD1	81.8
lung	TMIGD1	0
pancreas	TMIGD1	0
rectum	TMIGD1	109.8
skin	TMIGD1	0
bone marrow	B4GALNT4	0
colon	B4GALNT4	0.5
lung	B4GALNT4	0.1
pancreas	B4GALNT4	0
rectum	B4GALNT4	0.3
skin	B4GALNT4	1.8
bone marrow	AP1S2	30.9
colon	AP1S2	22.7
lung	AP1S2	44
pancreas	AP1S2	2.4
rectum	AP1S2	27.7
skin	AP1S2	18.2
bone marrow	C8orf33	2.2
colon	C8orf33	12.2
lung	C8orf33	8.2
pancreas	C8orf33	1.2
rectum	C8orf33	17.1
skin	C8orf33	8.5
bone marrow	DCAF4L1	0.1
colon	DCAF4L1	0
lung	DCAF4L1	0.1
pancreas	DCAF4L1	0
rectum	DCAF4L1	0
skin	DCAF4L1	0.3
bone marrow	SPACA6	0
colon	SPACA6	0
lung	SPACA6	0.1
pancreas	SPACA6	0
rectum	SPACA6	0
skin	SPACA6	0
